arch,mask_variant,split,n_total,n_malignant,n_benign,prevalence,threshold_probability_pt,tp,fp,tn,fn,net_benefit_model_AT_pt_0.50,net_benefit_model_AT_pt_0.50_boot_lo,net_benefit_model_AT_pt_0.50_boot_hi,net_benefit_treat_all_AT_pt_0.50_correct,net_benefit_treat_all_AT_pt_0.50_WRONG_flat,incremental_nb_vs_treat_all_AT_pt_0.50,net_true_positives_per_100_vs_treat_all_AT_pt_0.50,mean_net_benefit_over_pt_0.01_0.80_NOT_the_same_thing,pt_range_where_model_beats_both_references
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.5,268,72,176,84,0.32666666666666666,0.29333333333333333,0.3616666666666667,0.17333333333333334,0.5866666666666667,0.15333333333333332,15.333333333333332,0.37767405922709035,0.01-0.80
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.5,137,14,88,18,0.47859922178988323,0.43579766536964976,0.5175097276264592,0.20622568093385207,0.603112840466926,0.27237354085603116,27.237354085603116,0.4969516730744621,0.01-0.80
efficientnet_b0,gt,external_test1,108,62,46,0.5740740740740741,0.5,55,11,35,7,0.40740740740740744,0.3333333333333333,0.48148148148148145,0.14814814814814814,0.5740740740740741,0.2592592592592593,25.92592592592593,0.4291944868756719,0.01-0.80
efficientnet_b0,gt,external_test2,94,67,27,0.7127659574468085,0.5,57,8,19,10,0.5212765957446809,0.43617021276595747,0.5957446808510638,0.42553191489361697,0.7127659574468085,0.09574468085106391,9.57446808510639,0.543957902587313,0.02-0.80
efficientnet_b0,model,train,600,352,248,0.5866666666666667,0.5,271,90,158,81,0.30166666666666664,0.26666666666666666,0.33666666666666667,0.17333333333333334,0.5866666666666667,0.1283333333333333,12.83333333333333,0.3507514414082379,0.01-0.80
efficientnet_b0,model,internal_val,257,155,102,0.603112840466926,0.5,137,13,89,18,0.48249027237354086,0.4396887159533074,0.5214007782101168,0.20622568093385207,0.603112840466926,0.2762645914396888,27.62645914396888,0.4960184936574759,0.01-0.80
efficientnet_b0,model,external_test1,108,62,46,0.5740740740740741,0.5,56,10,36,6,0.42592592592592593,0.3611111111111111,0.4907407407407407,0.14814814814814814,0.5740740740740741,0.2777777777777778,27.77777777777778,0.4172219098681252,0.02-0.80
efficientnet_b0,model,external_test2,94,67,27,0.7127659574468085,0.5,57,11,16,10,0.4893617021276596,0.4042553191489362,0.5638297872340425,0.42553191489361697,0.7127659574468085,0.06382978723404265,6.382978723404264,0.5330958189985326,0.02-0.80
