arch,mask_variant,split,n_total,n_malignant,n_benign,prevalence,brier,brier_boot_lo,brier_boot_hi,brier_null_at_prevalence,brier_skill_score_vs_null,calibration_intercept,calibration_intercept_boot_lo,calibration_intercept_boot_hi,calibration_slope,calibration_slope_boot_lo,calibration_slope_boot_hi,mean_predicted_risk,observed_risk
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.17683204836057,0.15573664800413506,0.19861006879518728,0.2424888888888889,0.27076226390893965,0.03021475286348524,-0.20897264444879807,0.2645146237247487,0.4286593364945856,0.3565464586449773,0.5217620898821979,0.5835431933333333,0.5866666666666667
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.09032189650140857,0.06804489374627246,0.11438998661857935,0.23936774213084228,0.6226647095495551,8.368690810021922e-08,-0.33034345342409,0.3060064726151596,0.9999992767500878,0.7783008933451698,1.4154369909210982,0.603112832684825,0.603112840466926
efficientnet_b0,gt,external_test1,108,62,46,0.5740740740740741,0.12569876224690743,0.0818448127061507,0.17214724829375688,0.24451303155006857,0.4859220326620167,-0.5295471852829775,-1.1423758291079504,0.025274555190830265,0.6446539794663444,0.44735920423565856,1.0963216604785286,0.6233944629629631,0.5740740740740741
efficientnet_b0,gt,external_test2,94,67,27,0.7127659574468085,0.1459114965952234,0.09593651503178566,0.20436665447146518,0.2047306473517429,0.28730017472891445,-0.001977131821141176,-0.7634721881097148,0.6483932590817965,0.4744077190238469,0.2898885785895065,0.8240890917284839,0.7129265,0.7127659574468085
efficientnet_b0,model,train,600,352,248,0.5866666666666667,0.19652508502196833,0.1760132782889567,0.21839093497859102,0.2424888888888889,0.1895501442459151,-0.21094312660025769,-0.4357374925592806,0.013801242876507613,0.3939954328177018,0.32317148848560934,0.481386938489039,0.6106283983333335,0.5866666666666667
efficientnet_b0,model,internal_val,257,155,102,0.603112840466926,0.09263305576541636,0.07042075989432654,0.11679843700884532,0.23936774213084228,0.6130094433744475,1.8141309150805268e-16,-0.31465079088526543,0.2888751153145956,0.9999996358930393,0.7809056584977908,1.3841112992737064,0.603112840466926,0.603112840466926
efficientnet_b0,model,external_test1,108,62,46,0.5740740740740741,0.13536030695302778,0.09086635593831666,0.18209395188947708,0.24451303155006857,0.44640861840809387,-0.4353145866618309,-1.0090888791083934,0.0378333185813432,0.6572418759855274,0.469714769371257,1.0811498728334614,0.6185389907407407,0.5740740740740741
efficientnet_b0,model,external_test2,94,67,27,0.7127659574468085,0.14633146725804255,0.10160032125191223,0.19419007888777365,0.2047306473517429,0.28524884207182766,-0.03275642487170576,-0.6380612986078992,0.4631115906246266,0.5525531323761217,0.3385552246737396,0.9488060972009276,0.7160358936170214,0.7127659574468085
