arch,mask_variant,split,n_total,n_malignant,n_benign,prevalence,threshold_probability_pt,tp,fp,tn,fn,net_benefit_model,net_benefit_treat_all_correct,net_benefit_treat_all_WRONG_flat_at_prevalence,net_benefit_treat_none,delta_nb_model_minus_treat_all,standardised_net_benefit_model
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.22,320,120,128,32,0.4769230769230769,0.4700854700854701,0.5866666666666667,0.0,0.006837606837606813,0.8129370629370629
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.23,318,118,130,34,0.47125541125541126,0.46320346320346323,0.5866666666666667,0.0,0.008051948051948032,0.8032762691853601
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.24,316,115,133,36,0.4661403508771929,0.45614035087719296,0.5866666666666667,0.0,0.009999999999999953,0.7945574162679424
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.25,315,113,135,37,0.46222222222222226,0.4488888888888889,0.5866666666666667,0.0,0.013333333333333364,0.787878787878788
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.26,313,111,137,39,0.4566666666666666,0.44144144144144143,0.5866666666666667,0.0,0.01522522522522518,0.7784090909090908
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.27,311,109,139,41,0.4511415525114155,0.4337899543378995,0.5866666666666667,0.0,0.017351598173516003,0.7689912826899128
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.28,311,106,142,41,0.4496296296296296,0.42592592592592593,0.5866666666666667,0.0,0.02370370370370367,0.7664141414141413
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.29,308,104,144,44,0.4425352112676056,0.4178403755868545,0.5866666666666667,0.0,0.024694835680751093,0.7543213828425095
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.3,308,102,146,44,0.44047619047619047,0.4095238095238095,0.5866666666666667,0.0,0.030952380952380953,0.7508116883116883
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.31,308,101,147,44,0.4377053140096618,0.40096618357487923,0.5866666666666667,0.0,0.03673913043478255,0.7460886034255598
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.32,307,98,150,45,0.43480392156862746,0.39215686274509803,0.5866666666666667,0.0,0.04264705882352943,0.7411430481283423
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.33,302,96,152,50,0.4245273631840796,0.38308457711442784,0.5866666666666667,0.0,0.04144278606965174,0.7236261872455901
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.34,300,95,153,52,0.41843434343434344,0.3737373737373737,0.5866666666666667,0.0,0.044696969696969735,0.7132403581267218
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.35,299,91,157,53,0.4166666666666667,0.36410256410256414,0.5866666666666667,0.0,0.052564102564102544,0.7102272727272727
