arch,mask_variant,split,n_total,n_malignant,n_benign,prevalence,threshold_probability_pt,tp,fp,tn,fn,net_benefit_model_AT_pt_0.50,net_benefit_model_AT_pt_0.50_boot_lo,net_benefit_model_AT_pt_0.50_boot_hi,net_benefit_treat_all_AT_pt_0.50_correct,net_benefit_treat_all_AT_pt_0.50_WRONG_flat,incremental_nb_vs_treat_all_AT_pt_0.50,net_true_positives_per_100_vs_treat_all_AT_pt_0.50,mean_net_benefit_over_pt_0.01_0.80_NOT_the_same_thing,pt_range_where_model_beats_both_references
efficientnet_b0,gt,train,600,352,248,0.5866666666666667,0.5,250,53,195,102,0.32833333333333337,0.29333333333333333,0.3616666666666667,0.17333333333333334,0.5866666666666667,0.15500000000000003,15.500000000000004,0.3800293503795489,0.14-0.80
efficientnet_b0,gt,internal_val,257,155,102,0.603112840466926,0.5,131,9,93,24,0.47470817120622566,0.43190661478599224,0.5136186770428015,0.20622568093385207,0.603112840466926,0.2684824902723736,26.848249027237358,0.4517917566448325,0.05-0.80
efficientnet_b0,gt,external_test1,108,62,46,0.5740740740740741,0.5,53,9,37,9,0.40740740740740744,0.3333333333333333,0.47222222222222227,0.14814814814814814,0.5740740740740741,0.2592592592592593,25.92592592592593,0.40254499154952034,0.19-0.80
efficientnet_b0,gt,external_test2,94,67,27,0.7127659574468085,0.5,57,7,20,10,0.5319148936170213,0.44680851063829785,0.6063829787234043,0.42553191489361697,0.7127659574468085,0.1063829787234043,10.63829787234043,0.5356111574156639,0.20-0.80
efficientnet_b0,model,train,600,352,248,0.5866666666666667,0.5,247,70,178,105,0.29500000000000004,0.25833333333333336,0.33,0.17333333333333334,0.5866666666666667,0.1216666666666667,12.16666666666667,0.3651033774469051,0.15-0.80
efficientnet_b0,model,internal_val,257,155,102,0.603112840466926,0.5,131,8,94,24,0.47859922178988323,0.4357976653696498,0.5175097276264591,0.20622568093385207,0.603112840466926,0.27237354085603116,27.237354085603116,0.45309056202212766,0.05-0.80
efficientnet_b0,model,external_test1,108,62,46,0.5740740740740741,0.5,53,8,38,9,0.4166666666666667,0.3425925925925926,0.4814814814814815,0.14814814814814814,0.5740740740740741,0.26851851851851855,26.851851851851855,0.3897437576466318,0.20-0.80
efficientnet_b0,model,external_test2,94,67,27,0.7127659574468085,0.5,53,7,20,14,0.48936170212765956,0.40425531914893614,0.574468085106383,0.42553191489361697,0.7127659574468085,0.06382978723404259,6.382978723404259,0.5266292060266778,0.19-0.80
