arch,mask_variant,split,bin,bin_lo,bin_hi,n,n_events,mean_pred,obs_freq,obs_lo_wilson,obs_hi_wilson
efficientnet_b0,gt,external_test1,1,0.182078999,0.3024287,11,1,0.23407354545454548,0.09090909090909091,0.016232172885884855,0.37735843645159567
efficientnet_b0,gt,external_test1,2,0.3024287,0.36372760000000004,11,1,0.33562209090909084,0.09090909090909091,0.016232172885884855,0.37735843645159567
efficientnet_b0,gt,external_test1,3,0.36372760000000004,0.4145039,11,1,0.38897927272727273,0.09090909090909091,0.016232172885884855,0.37735843645159567
efficientnet_b0,gt,external_test1,4,0.4145039,0.48160120000000006,10,4,0.4402856999999999,0.4,0.16818032970623614,0.6873262302663417
efficientnet_b0,gt,external_test1,5,0.48160120000000006,0.573376,11,7,0.5279000909090908,0.6363636363636364,0.35380117450784887,0.8483352890463243
efficientnet_b0,gt,external_test1,6,0.573376,0.6300437999999999,11,8,0.5988385454545455,0.7272727272727273,0.43435469882387084,0.902539407099751
efficientnet_b0,gt,external_test1,7,0.6300437999999999,0.7484550000000002,10,9,0.6718038000000001,0.9,0.5958499732047615,0.9821237869049271
efficientnet_b0,gt,external_test1,8,0.7484550000000002,0.8193576000000001,11,9,0.7812169999999999,0.8181818181818182,0.523019438039156,0.9486323102539149
efficientnet_b0,gt,external_test1,9,0.8193576000000001,0.8831747,11,11,0.846759909090909,1.0,0.7411670330319684,1.0
efficientnet_b0,gt,external_test1,10,0.8831747,0.9665320009999999,11,11,0.9360230000000002,1.0,0.7411670330319684,1.0
efficientnet_b0,gt,external_test2,1,0.195669999,0.3452882,10,3,0.2954026,0.3,0.10779126740630099,0.6032218525388546
efficientnet_b0,gt,external_test2,2,0.3452882,0.391101,9,4,0.3737611111111111,0.4444444444444444,0.18877852109766458,0.7333487065045069
efficientnet_b0,gt,external_test2,3,0.391101,0.4640936,9,3,0.4242021111111111,0.3333333333333333,0.1205838183869109,0.6457978644196036
efficientnet_b0,gt,external_test2,4,0.4640936,0.5790482,10,6,0.5388767000000001,0.6,0.31267376973365824,0.8318196702937638
efficientnet_b0,gt,external_test2,5,0.5790482,0.6465995,9,7,0.6145751111111112,0.7777777777777778,0.4525889691069889,0.9367748928821533
efficientnet_b0,gt,external_test2,6,0.6465995,0.7080732000000002,9,7,0.6742995555555555,0.7777777777777778,0.4525889691069889,0.9367748928821533
efficientnet_b0,gt,external_test2,7,0.7080732000000002,0.8169406000000001,10,10,0.7678301000000001,1.0,0.7224672001371107,0.9999999999999999
