arch,mask_variant,split,n_total,n_malignant,n_benign,prevalence,brier,brier_boot_lo,brier_boot_hi,brier_null_at_prevalence,brier_skill_score_vs_null,calibration_intercept,calibration_intercept_boot_lo,calibration_intercept_boot_hi,calibration_slope,calibration_slope_boot_lo,calibration_slope_boot_hi,mean_predicted_risk,observed_risk
densenet121,gt,train,600,352,248,0.5866666666666667,0.10331742025132833,0.08763059131069734,0.11969518532117722,0.2424888888888889,0.5739292603271834,-0.7223664952341874,-0.924895449372922,-0.5165608927757686,1.0001931683605878,0.8675210763344898,1.1865868184537933,0.6534333183333333,0.5866666666666667
densenet121,gt,internal_val,257,155,102,0.603112840466926,0.12166441892113229,0.09722428190857772,0.14687944053044677,0.23936774213084228,0.49172591996699144,-0.5117914002838505,-0.7594760161151606,-0.2649006160377654,1.0211178037850077,0.8193086713336994,1.340959750588367,0.6639888365758756,0.603112840466926
densenet121,gt,external_test1,108,62,46,0.5740740740740741,0.15121754263015738,0.10898133748121389,0.1964916145284903,0.24451303155006857,0.38155630531621465,-0.7735618514651016,-1.2006857121472276,-0.3309271791254798,0.8050391436484462,0.5732587993444637,1.2114072902815232,0.6602628796296296,0.5740740740740741
densenet121,gt,external_test2,94,67,27,0.7127659574468085,0.1358214731266915,0.09367876514995824,0.18027120507875852,0.2047306473517429,0.33658455691130695,-0.3571330277939463,-0.7975064958181056,0.14903928446620465,0.6912335221710256,0.4242229016632508,1.399799091459827,0.7497322021276595,0.7127659574468085
densenet121,model,train,600,352,248,0.5866666666666667,0.15785349116247668,0.13829859914182674,0.17746371089020616,0.2424888888888889,0.3490279415037161,-0.3584230516391665,-0.5711721903288782,-0.14102070002162065,0.6617874352262626,0.5695307941312343,0.7753295176864142,0.6258213033333334,0.5866666666666667
densenet121,model,internal_val,257,155,102,0.603112840466926,0.11962316996317121,0.09504864121446674,0.14746765987858199,0.23936774213084228,0.5002535893170466,-0.03785402649892814,-0.3375834496330081,0.25848958565015256,0.8701609731641216,0.7010909114811402,1.1458628608788761,0.6071745097276265,0.603112840466926
densenet121,model,external_test1,108,62,46,0.5740740740740741,0.13002343633227778,0.09207584217453635,0.1753501903487956,0.24451303155006857,0.4682351467813155,-0.1758915002525188,-0.6405456062383788,0.24945040586181072,0.8608348255073118,0.6313013545873856,1.2781530860973525,0.5940087037037037,0.5740740740740741
densenet121,model,external_test2,94,67,27,0.7127659574468085,0.14115307168526595,0.09570554835836172,0.19181627332906037,0.2047306473517429,0.31054254206135445,0.12764268112626054,-0.4011043620280301,0.6652480914360371,0.6126039257046961,0.3908642747204883,1.0797015343712437,0.6997706914893616,0.7127659574468085
